county,tract,bg,STATE,pumano,countyname,statename
1,0,0,23,0,Androscoggin, Maine
3,0,0,23,0,Aroostook, Maine
5,0,0,23,0,Cumberland, Maine
7,0,0,23,0,Franklin, Maine
9,0,0,23,0,Hancock, Maine
11,0,0,23,0,Kennebec, Maine
13,0,0,23,0,Knox, Maine
15,0,0,23,0,Lincoln, Maine
17,0,0,23,0,Oxford, Maine
19,0,0,23,0,Penobscot, Maine
23,0,0,23,0,Sagadahoc, Maine
25,0,0,23,0,Somerset, Maine
27,0,0,23,0,Waldo, Maine
29,0,0,23,0,Washington, Maine
31,0,0,23,0,York, Maine
1,0,0,24,0,Allegany, Maryland
3,0,0,24,0,Anne Arundel, Maryland
5,0,0,24,0,Baltimore, Maryland
9,0,0,24,0,Calvert, Maryland
11,0,0,24,0,Caroline, Maryland
13,0,0,24,0,Carroll, Maryland
15,0,0,24,0,Cecil, Maryland
17,0,0,24,0,Charles, Maryland
19,0,0,24,0,Dorchester, Maryland
21,0,0,24,0,Frederick, Maryland
23,0,0,24,0,Garrett, Maryland
25,0,0,24,0,Harford, Maryland
27,0,0,24,0,Howard, Maryland
31,0,0,24,0,Montgomery, Maryland
33,0,0,24,0,Prince George's, Maryland
35,0,0,24,0,Queen Anne's, Maryland
37,0,0,24,0,St. Mary's, Maryland
39,0,0,24,0,Somerset, Maryland
41,0,0,24,0,Talbot, Maryland
43,0,0,24,0,Washington, Maryland
45,0,0,24,0,Wicomico, Maryland
47,0,0,24,0,Worcester, Maryland
510,0,0,24,0,Baltimore city, Maryland
1,0,0,25,0,Barnstable, Massachusetts
3,0,0,25,0,Berkshire, Massachusetts
5,0,0,25,0,Bristol, Massachusetts
9,0,0,25,0,Essex, Massachusetts
11,0,0,25,0,Franklin, Massachusetts
13,0,0,25,0,Hampden, Massachusetts
15,0,0,25,0,Hampshire, Massachusetts
17,0,0,25,0,Middlesex, Massachusetts
21,0,0,25,0,Norfolk, Massachusetts
23,0,0,25,0,Plymouth, Massachusetts
25,0,0,25,0,Suffolk, Massachusetts
27,0,0,25,0,Worcester, Massachusetts
5,0,0,26,0,Allegan, Michigan
7,0,0,26,0,Alpena, Michigan
9,0,0,26,0,Antrim, Michigan
15,0,0,26,0,Barry, Michigan
17,0,0,26,0,Bay, Michigan
21,0,0,26,0,Berrien, Michigan
23,0,0,26,0,Branch, Michigan
25,0,0,26,0,Calhoun, Michigan
27,0,0,26,0,Cass, Michigan
29,0,0,26,0,Charlevoix, Michigan
31,0,0,26,0,Cheboygan, Michigan
33,0,0,26,0,Chippewa, Michigan
35,0,0,26,0,Clare, Michigan
37,0,0,26,0,Clinton, Michigan
41,0,0,26,0,Delta, Michigan
43,0,0,26,0,Dickinson, Michigan
45,0,0,26,0,Eaton, Michigan
47,0,0,26,0,Emmet, Michigan
49,0,0,26,0,Genesee, Michigan
51,0,0,26,0,Gladwin, Michigan
55,0,0,26,0,Grand Traverse, Michigan
57,0,0,26,0,Gratiot, Michigan
59,0,0,26,0,Hillsdale, Michigan
61,0,0,26,0,Houghton, Michigan
63,0,0,26,0,Huron, Michigan
65,0,0,26,0,Ingham, Michigan
67,0,0,26,0,Ionia, Michigan
69,0,0,26,0,Iosco, Michigan
73,0,0,26,0,Isabella, Michigan
75,0,0,26,0,Jackson, Michigan
77,0,0,26,0,Kalamazoo, Michigan
81,0,0,26,0,Kent, Michigan
87,0,0,26,0,Lapeer, Michigan
89,0,0,26,0,Leelanau, Michigan
91,0,0,26,0,Lenawee, Michigan
93,0,0,26,0,Livingston, Michigan
99,0,0,26,0,Macomb, Michigan
101,0,0,26,0,Manistee, Michigan
103,0,0,26,0,Marquette, Michigan
105,0,0,26,0,Mason, Michigan
107,0,0,26,0,Mecosta, Michigan
109,0,0,26,0,Menominee, Michigan
111,0,0,26,0,Midland, Michigan
115,0,0,26,0,Monroe, Michigan
117,0,0,26,0,Montcalm, Michigan
121,0,0,26,0,Muskegon, Michigan
123,0,0,26,0,Newaygo, Michigan
125,0,0,26,0,Oakland, Michigan
127,0,0,26,0,Oceana, Michigan
129,0,0,26,0,Ogemaw, Michigan
133,0,0,26,0,Osceola, Michigan
137,0,0,26,0,Otsego, Michigan
139,0,0,26,0,Ottawa, Michigan
143,0,0,26,0,Roscommon, Michigan
145,0,0,26,0,Saginaw, Michigan
147,0,0,26,0,St. Clair, Michigan
149,0,0,26,0,St. Joseph, Michigan
151,0,0,26,0,Sanilac, Michigan
155,0,0,26,0,Shiawassee, Michigan
157,0,0,26,0,Tuscola, Michigan
159,0,0,26,0,Van Buren, Michigan
161,0,0,26,0,Washtenaw, Michigan
163,0,0,26,0,Wayne, Michigan
165,0,0,26,0,Wexford, Michigan
3,0,0,27,0,Anoka, Minnesota
5,0,0,27,0,Becker, Minnesota
7,0,0,27,0,Beltrami, Minnesota
9,0,0,27,0,Benton, Minnesota
13,0,0,27,0,Blue Earth, Minnesota
15,0,0,27,0,Brown, Minnesota
17,0,0,27,0,Carlton, Minnesota
19,0,0,27,0,Carver, Minnesota
21,0,0,27,0,Cass, Minnesota
25,0,0,27,0,Chisago, Minnesota
27,0,0,27,0,Clay, Minnesota
35,0,0,27,0,Crow Wing, Minnesota
37,0,0,27,0,Dakota, Minnesota
41,0,0,27,0,Douglas, Minnesota
45,0,0,27,0,Fillmore, Minnesota
47,0,0,27,0,Freeborn, Minnesota
49,0,0,27,0,Goodhue, Minnesota
53,0,0,27,0,Hennepin, Minnesota
59,0,0,27,0,Isanti, Minnesota
61,0,0,27,0,Itasca, Minnesota
67,0,0,27,0,Kandiyohi, Minnesota
79,0,0,27,0,Le Sueur, Minnesota
83,0,0,27,0,Lyon, Minnesota
85,0,0,27,0,McLeod, Minnesota
91,0,0,27,0,Martin, Minnesota
93,0,0,27,0,Meeker, Minnesota
95,0,0,27,0,Mille Lacs, Minnesota
97,0,0,27,0,Morrison, Minnesota
99,0,0,27,0,Mower, Minnesota
103,0,0,27,0,Nicollet, Minnesota
105,0,0,27,0,Nobles, Minnesota
109,0,0,27,0,Olmsted, Minnesota
111,0,0,27,0,Otter Tail, Minnesota
115,0,0,27,0,Pine, Minnesota
119,0,0,27,0,Polk, Minnesota
123,0,0,27,0,Ramsey, Minnesota
131,0,0,27,0,Rice, Minnesota
137,0,0,27,0,St. Louis, Minnesota
139,0,0,27,0,Scott, Minnesota
141,0,0,27,0,Sherburne, Minnesota
145,0,0,27,0,Stearns, Minnesota
147,0,0,27,0,Steele, Minnesota
153,0,0,27,0,Todd, Minnesota
157,0,0,27,0,Wabasha, Minnesota
163,0,0,27,0,Washington, Minnesota
169,0,0,27,0,Winona, Minnesota
171,0,0,27,0,Wright, Minnesota
1,0,0,28,0,Adams, Mississippi
3,0,0,28,0,Alcorn, Mississippi
11,0,0,28,0,Bolivar, Mississippi
25,0,0,28,0,Clay, Mississippi
27,0,0,28,0,Coahoma, Mississippi
29,0,0,28,0,Copiah, Mississippi
31,0,0,28,0,Covington, Mississippi
33,0,0,28,0,DeSoto, Mississippi
35,0,0,28,0,Forrest, Mississippi
39,0,0,28,0,George, Mississippi
43,0,0,28,0,Grenada, Mississippi
45,0,0,28,0,Hancock, Mississippi
47,0,0,28,0,Harrison, Mississippi
49,0,0,28,0,Hinds, Mississippi
51,0,0,28,0,Holmes, Mississippi
57,0,0,28,0,Itawamba, Mississippi
59,0,0,28,0,Jackson, Mississippi
67,0,0,28,0,Jones, Mississippi
71,0,0,28,0,Lafayette, Mississippi
73,0,0,28,0,Lamar, Mississippi
75,0,0,28,0,Lauderdale, Mississippi
79,0,0,28,0,Leake, Mississippi
81,0,0,28,0,Lee, Mississippi
83,0,0,28,0,Leflore, Mississippi
85,0,0,28,0,Lincoln, Mississippi
87,0,0,28,0,Lowndes, Mississippi
89,0,0,28,0,Madison, Mississippi
91,0,0,28,0,Marion, Mississippi
93,0,0,28,0,Marshall, Mississippi
95,0,0,28,0,Monroe, Mississippi
99,0,0,28,0,Neshoba, Mississippi
101,0,0,28,0,Newton, Mississippi
105,0,0,28,0,Oktibbeha, Mississippi
107,0,0,28,0,Panola, Mississippi
109,0,0,28,0,Pearl River, Mississippi
113,0,0,28,0,Pike, Mississippi
115,0,0,28,0,Pontotoc, Mississippi
117,0,0,28,0,Prentiss, Mississippi
121,0,0,28,0,Rankin, Mississippi
123,0,0,28,0,Scott, Mississippi
127,0,0,28,0,Simpson, Mississippi
133,0,0,28,0,Sunflower, Mississippi
137,0,0,28,0,Tate, Mississippi
139,0,0,28,0,Tippah, Mississippi
145,0,0,28,0,Union, Mississippi
149,0,0,28,0,Warren, Mississippi
151,0,0,28,0,Washington, Mississippi
153,0,0,28,0,Wayne, Mississippi
163,0,0,28,0,Yazoo, Mississippi
1,0,0,29,0,Adair, Missouri
7,0,0,29,0,Audrain, Missouri
9,0,0,29,0,Barry, Missouri
19,0,0,29,0,Boone, Missouri
21,0,0,29,0,Buchanan, Missouri
23,0,0,29,0,Butler, Missouri
27,0,0,29,0,Callaway, Missouri
29,0,0,29,0,Camden, Missouri
31,0,0,29,0,Cape Girardeau, Missouri
37,0,0,29,0,Cass, Missouri
43,0,0,29,0,Christian, Missouri
47,0,0,29,0,Clay, Missouri
49,0,0,29,0,Clinton, Missouri
51,0,0,29,0,Cole, Missouri
55,0,0,29,0,Crawford, Missouri
69,0,0,29,0,Dunklin, Missouri
71,0,0,29,0,Franklin, Missouri
77,0,0,29,0,Greene, Missouri
83,0,0,29,0,Henry, Missouri
91,0,0,29,0,Howell, Missouri
95,0,0,29,0,Jackson, Missouri
97,0,0,29,0,Jasper, Missouri
99,0,0,29,0,Jefferson, Missouri
101,0,0,29,0,Johnson, Missouri
105,0,0,29,0,Laclede, Missouri
107,0,0,29,0,Lafayette, Missouri
109,0,0,29,0,Lawrence, Missouri
113,0,0,29,0,Lincoln, Missouri
119,0,0,29,0,McDonald, Missouri
127,0,0,29,0,Marion, Missouri
131,0,0,29,0,Miller, Missouri
141,0,0,29,0,Morgan, Missouri
145,0,0,29,0,Newton, Missouri
147,0,0,29,0,Nodaway, Missouri
159,0,0,29,0,Pettis, Missouri
161,0,0,29,0,Phelps, Missouri
165,0,0,29,0,Platte, Missouri
167,0,0,29,0,Polk, Missouri
169,0,0,29,0,Pulaski, Missouri
175,0,0,29,0,Randolph, Missouri
177,0,0,29,0,Ray, Missouri
183,0,0,29,0,St. Charles, Missouri
187,0,0,29,0,St. Francois, Missouri
189,0,0,29,0,St. Louis, Missouri
195,0,0,29,0,Saline, Missouri
201,0,0,29,0,Scott, Missouri
207,0,0,29,0,Stoddard, Missouri
209,0,0,29,0,Stone, Missouri
213,0,0,29,0,Taney, Missouri
215,0,0,29,0,Texas, Missouri
217,0,0,29,0,Vernon, Missouri
219,0,0,29,0,Warren, Missouri
221,0,0,29,0,Washington, Missouri
225,0,0,29,0,Webster, Missouri
510,0,0,29,0,St. Louis city, Missouri
13,0,0,30,0,Cascade, Montana
29,0,0,30,0,Flathead, Montana
31,0,0,30,0,Gallatin, Montana
47,0,0,30,0,Lake, Montana
49,0,0,30,0,Lewis and Clark, Montana
63,0,0,30,0,Missoula, Montana
81,0,0,30,0,Ravalli, Montana
93,0,0,30,0,Silver Bow, Montana
111,0,0,30,0,Yellowstone, Montana
1,0,0,31,0,Adams, Nebraska
19,0,0,31,0,Buffalo, Nebraska
25,0,0,31,0,Cass, Nebraska
43,0,0,31,0,Dakota, Nebraska
47,0,0,31,0,Dawson, Nebraska
53,0,0,31,0,Dodge, Nebraska
55,0,0,31,0,Douglas, Nebraska
67,0,0,31,0,Gage, Nebraska
79,0,0,31,0,Hall, Nebraska
109,0,0,31,0,Lancaster, Nebraska
111,0,0,31,0,Lincoln, Nebraska
119,0,0,31,0,Madison, Nebraska
141,0,0,31,0,Platte, Nebraska
153,0,0,31,0,Sarpy, Nebraska
155,0,0,31,0,Saunders, Nebraska
157,0,0,31,0,Scotts Bluff, Nebraska
1,0,0,32,0,Churchill, Nevada
3,0,0,32,0,Clark, Nevada
5,0,0,32,0,Douglas, Nevada
7,0,0,32,0,Elko, Nevada
19,0,0,32,0,Lyon, Nevada
23,0,0,32,0,Nye, Nevada
31,0,0,32,0,Washoe, Nevada
510,0,0,32,0,Carson City , Nevada
1,0,0,33,0,Belknap, New Hampshire
3,0,0,33,0,Carroll, New Hampshire
5,0,0,33,0,Cheshire, New Hampshire
7,0,0,33,0,Coos, New Hampshire
9,0,0,33,0,Grafton, New Hampshire
11,0,0,33,0,Hillsborough, New Hampshire
13,0,0,33,0,Merrimack, New Hampshire
15,0,0,33,0,Rockingham, New Hampshire
17,0,0,33,0,Strafford, New Hampshire
19,0,0,33,0,Sullivan, New Hampshire
1,0,0,34,0,Atlantic, New Jersey
3,0,0,34,0,Bergen, New Jersey
5,0,0,34,0,Burlington, New Jersey
7,0,0,34,0,Camden, New Jersey
9,0,0,34,0,Cape May, New Jersey
11,0,0,34,0,Cumberland, New Jersey
13,0,0,34,0,Essex, New Jersey
15,0,0,34,0,Gloucester, New Jersey
17,0,0,34,0,Hudson, New Jersey
19,0,0,34,0,Hunterdon, New Jersey
21,0,0,34,0,Mercer, New Jersey
23,0,0,34,0,Middlesex, New Jersey
25,0,0,34,0,Monmouth, New Jersey
27,0,0,34,0,Morris, New Jersey
29,0,0,34,0,Ocean, New Jersey
31,0,0,34,0,Passaic, New Jersey
33,0,0,34,0,Salem, New Jersey
35,0,0,34,0,Somerset, New Jersey
37,0,0,34,0,Sussex, New Jersey
39,0,0,34,0,Union, New Jersey
41,0,0,34,0,Warren, New Jersey
1,0,0,35,0,Bernalillo, New Mexico
5,0,0,35,0,Chaves, New Mexico
6,0,0,35,0,Cibola, New Mexico
9,0,0,35,0,Curry, New Mexico
13,0,0,35,0,Dona Ana, New Mexico
15,0,0,35,0,Eddy, New Mexico
17,0,0,35,0,Grant, New Mexico
25,0,0,35,0,Lea, New Mexico
27,0,0,35,0,Lincoln, New Mexico
29,0,0,35,0,Luna, New Mexico
31,0,0,35,0,McKinley, New Mexico
35,0,0,35,0,Otero, New Mexico
39,0,0,35,0,Rio Arriba, New Mexico
43,0,0,35,0,Sandoval, New Mexico
45,0,0,35,0,San Juan, New Mexico
47,0,0,35,0,San Miguel, New Mexico
49,0,0,35,0,Santa Fe, New Mexico
55,0,0,35,0,Taos, New Mexico
61,0,0,35,0,Valencia, New Mexico
1,0,0,36,0,Albany, New York
3,0,0,36,0,Allegany, New York
5,0,0,36,0,Bronx, New York
7,0,0,36,0,Broome, New York
9,0,0,36,0,Cattaraugus, New York
11,0,0,36,0,Cayuga, New York
13,0,0,36,0,Chautauqua, New York
15,0,0,36,0,Chemung, New York
17,0,0,36,0,Chenango, New York
19,0,0,36,0,Clinton, New York
21,0,0,36,0,Columbia, New York
23,0,0,36,0,Cortland, New York
25,0,0,36,0,Delaware, New York
27,0,0,36,0,Dutchess, New York
29,0,0,36,0,Erie, New York
31,0,0,36,0,Essex, New York
33,0,0,36,0,Franklin, New York
35,0,0,36,0,Fulton, New York
37,0,0,36,0,Genesee, New York
39,0,0,36,0,Greene, New York
43,0,0,36,0,Herkimer, New York
45,0,0,36,0,Jefferson, New York
47,0,0,36,0,Kings, New York
49,0,0,36,0,Lewis, New York
51,0,0,36,0,Livingston, New York
53,0,0,36,0,Madison, New York
55,0,0,36,0,Monroe, New York
57,0,0,36,0,Montgomery, New York
59,0,0,36,0,Nassau, New York
61,0,0,36,0,New York, New York
63,0,0,36,0,Niagara, New York
65,0,0,36,0,Oneida, New York
67,0,0,36,0,Onondaga, New York
69,0,0,36,0,Ontario, New York
71,0,0,36,0,Orange, New York
73,0,0,36,0,Orleans, New York
75,0,0,36,0,Oswego, New York
77,0,0,36,0,Otsego, New York
79,0,0,36,0,Putnam, New York
81,0,0,36,0,Queens, New York
83,0,0,36,0,Rensselaer, New York
85,0,0,36,0,Richmond, New York
87,0,0,36,0,Rockland, New York
89,0,0,36,0,St. Lawrence, New York
91,0,0,36,0,Saratoga, New York
93,0,0,36,0,Schenectady, New York
95,0,0,36,0,Schoharie, New York
99,0,0,36,0,Seneca, New York
101,0,0,36,0,Steuben, New York
103,0,0,36,0,Suffolk, New York
105,0,0,36,0,Sullivan, New York
107,0,0,36,0,Tioga, New York
109,0,0,36,0,Tompkins, New York
111,0,0,36,0,Ulster, New York
113,0,0,36,0,Warren, New York
115,0,0,36,0,Washington, New York
117,0,0,36,0,Wayne, New York
119,0,0,36,0,Westchester, New York
121,0,0,36,0,Wyoming, New York
123,0,0,36,0,Yates, New York
1,0,0,37,0,Alamance, North Carolina
3,0,0,37,0,Alexander, North Carolina
7,0,0,37,0,Anson, North Carolina
9,0,0,37,0,Ashe, North Carolina
13,0,0,37,0,Beaufort, North Carolina
17,0,0,37,0,Bladen, North Carolina
19,0,0,37,0,Brunswick, North Carolina
21,0,0,37,0,Buncombe, North Carolina
23,0,0,37,0,Burke, North Carolina
25,0,0,37,0,Cabarrus, North Carolina
27,0,0,37,0,Caldwell, North Carolina
31,0,0,37,0,Carteret, North Carolina
33,0,0,37,0,Caswell, North Carolina
35,0,0,37,0,Catawba, North Carolina
37,0,0,37,0,Chatham, North Carolina
39,0,0,37,0,Cherokee, North Carolina
45,0,0,37,0,Cleveland, North Carolina
47,0,0,37,0,Columbus, North Carolina
49,0,0,37,0,Craven, North Carolina
51,0,0,37,0,Cumberland, North Carolina
53,0,0,37,0,Currituck, North Carolina
55,0,0,37,0,Dare, North Carolina
57,0,0,37,0,Davidson, North Carolina
59,0,0,37,0,Davie, North Carolina
61,0,0,37,0,Duplin, North Carolina
63,0,0,37,0,Durham, North Carolina
65,0,0,37,0,Edgecombe, North Carolina
67,0,0,37,0,Forsyth, North Carolina
69,0,0,37,0,Franklin, North Carolina
71,0,0,37,0,Gaston, North Carolina
77,0,0,37,0,Granville, North Carolina
79,0,0,37,0,Greene, North Carolina
81,0,0,37,0,Guilford, North Carolina
83,0,0,37,0,Halifax, North Carolina
85,0,0,37,0,Harnett, North Carolina
87,0,0,37,0,Haywood, North Carolina
89,0,0,37,0,Henderson, North Carolina
91,0,0,37,0,Hertford, North Carolina
93,0,0,37,0,Hoke, North Carolina
97,0,0,37,0,Iredell, North Carolina
99,0,0,37,0,Jackson, North Carolina
101,0,0,37,0,Johnston, North Carolina
105,0,0,37,0,Lee, North Carolina
107,0,0,37,0,Lenoir, North Carolina
109,0,0,37,0,Lincoln, North Carolina
111,0,0,37,0,McDowell, North Carolina
113,0,0,37,0,Macon, North Carolina
115,0,0,37,0,Madison, North Carolina
117,0,0,37,0,Martin, North Carolina
119,0,0,37,0,Mecklenburg, North Carolina
123,0,0,37,0,Montgomery, North Carolina
125,0,0,37,0,Moore, North Carolina
127,0,0,37,0,Nash, North Carolina
129,0,0,37,0,New Hanover, North Carolina
131,0,0,37,0,Northampton, North Carolina
133,0,0,37,0,Onslow, North Carolina
135,0,0,37,0,Orange, North Carolina
139,0,0,37,0,Pasquotank, North Carolina
141,0,0,37,0,Pender, North Carolina
145,0,0,37,0,Person, North Carolina
147,0,0,37,0,Pitt, North Carolina
151,0,0,37,0,Randolph, North Carolina
153,0,0,37,0,Richmond, North Carolina
155,0,0,37,0,Robeson, North Carolina
157,0,0,37,0,Rockingham, North Carolina
159,0,0,37,0,Rowan, North Carolina
161,0,0,37,0,Rutherford, North Carolina
163,0,0,37,0,Sampson, North Carolina
165,0,0,37,0,Scotland, North Carolina
167,0,0,37,0,Stanly, North Carolina
169,0,0,37,0,Stokes, North Carolina
171,0,0,37,0,Surry, North Carolina
175,0,0,37,0,Transylvania, North Carolina
179,0,0,37,0,Union, North Carolina
181,0,0,37,0,Vance, North Carolina
183,0,0,37,0,Wake, North Carolina
189,0,0,37,0,Watauga, North Carolina
191,0,0,37,0,Wayne, North Carolina
193,0,0,37,0,Wilkes, North Carolina
195,0,0,37,0,Wilson, North Carolina
197,0,0,37,0,Yadkin, North Carolina
15,0,0,38,0,Burleigh, North Dakota
17,0,0,38,0,Cass, North Dakota
35,0,0,38,0,Grand Forks, North Dakota
59,0,0,38,0,Morton, North Dakota
89,0,0,38,0,Stark, North Dakota
93,0,0,38,0,Stutsman, North Dakota
101,0,0,38,0,Ward, North Dakota
1,0,0,39,0,Adams, Ohio
3,0,0,39,0,Allen, Ohio
5,0,0,39,0,Ashland, Ohio
7,0,0,39,0,Ashtabula, Ohio
9,0,0,39,0,Athens, Ohio
11,0,0,39,0,Auglaize, Ohio
13,0,0,39,0,Belmont, Ohio
15,0,0,39,0,Brown, Ohio
17,0,0,39,0,Butler, Ohio
19,0,0,39,0,Carroll, Ohio
21,0,0,39,0,Champaign, Ohio
23,0,0,39,0,Clark, Ohio
25,0,0,39,0,Clermont, Ohio
27,0,0,39,0,Clinton, Ohio
29,0,0,39,0,Columbiana, Ohio
31,0,0,39,0,Coshocton, Ohio
33,0,0,39,0,Crawford, Ohio
35,0,0,39,0,Cuyahoga, Ohio
37,0,0,39,0,Darke, Ohio
39,0,0,39,0,Defiance, Ohio
41,0,0,39,0,Delaware, Ohio
43,0,0,39,0,Erie, Ohio
45,0,0,39,0,Fairfield, Ohio
47,0,0,39,0,Fayette, Ohio
49,0,0,39,0,Franklin, Ohio
51,0,0,39,0,Fulton, Ohio
53,0,0,39,0,Gallia, Ohio
55,0,0,39,0,Geauga, Ohio
57,0,0,39,0,Greene, Ohio
59,0,0,39,0,Guernsey, Ohio
61,0,0,39,0,Hamilton, Ohio
63,0,0,39,0,Hancock, Ohio
65,0,0,39,0,Hardin, Ohio
69,0,0,39,0,Henry, Ohio
71,0,0,39,0,Highland, Ohio
73,0,0,39,0,Hocking, Ohio
75,0,0,39,0,Holmes, Ohio
77,0,0,39,0,Huron, Ohio
79,0,0,39,0,Jackson, Ohio
81,0,0,39,0,Jefferson, Ohio
83,0,0,39,0,Knox, Ohio
85,0,0,39,0,Lake, Ohio
87,0,0,39,0,Lawrence, Ohio
89,0,0,39,0,Licking, Ohio
91,0,0,39,0,Logan, Ohio
93,0,0,39,0,Lorain, Ohio
95,0,0,39,0,Lucas, Ohio
97,0,0,39,0,Madison, Ohio
99,0,0,39,0,Mahoning, Ohio
101,0,0,39,0,Marion, Ohio
103,0,0,39,0,Medina, Ohio
105,0,0,39,0,Meigs, Ohio
107,0,0,39,0,Mercer, Ohio
109,0,0,39,0,Miami, Ohio
113,0,0,39,0,Montgomery, Ohio
117,0,0,39,0,Morrow, Ohio
119,0,0,39,0,Muskingum, Ohio
123,0,0,39,0,Ottawa, Ohio
127,0,0,39,0,Perry, Ohio
129,0,0,39,0,Pickaway, Ohio
131,0,0,39,0,Pike, Ohio
133,0,0,39,0,Portage, Ohio
135,0,0,39,0,Preble, Ohio
137,0,0,39,0,Putnam, Ohio
139,0,0,39,0,Richland, Ohio
141,0,0,39,0,Ross, Ohio
143,0,0,39,0,Sandusky, Ohio
145,0,0,39,0,Scioto, Ohio
147,0,0,39,0,Seneca, Ohio
149,0,0,39,0,Shelby, Ohio
151,0,0,39,0,Stark, Ohio
153,0,0,39,0,Summit, Ohio
155,0,0,39,0,Trumbull, Ohio
157,0,0,39,0,Tuscarawas, Ohio
159,0,0,39,0,Union, Ohio
161,0,0,39,0,Van Wert, Ohio
165,0,0,39,0,Warren, Ohio
167,0,0,39,0,Washington, Ohio
169,0,0,39,0,Wayne, Ohio
171,0,0,39,0,Williams, Ohio
173,0,0,39,0,Wood, Ohio
175,0,0,39,0,Wyandot, Ohio
1,0,0,40,0,Adair, Oklahoma
13,0,0,40,0,Bryan, Oklahoma
15,0,0,40,0,Caddo, Oklahoma
17,0,0,40,0,Canadian, Oklahoma
19,0,0,40,0,Carter, Oklahoma
21,0,0,40,0,Cherokee, Oklahoma
27,0,0,40,0,Cleveland, Oklahoma
31,0,0,40,0,Comanche, Oklahoma
37,0,0,40,0,Creek, Oklahoma
39,0,0,40,0,Custer, Oklahoma
41,0,0,40,0,Delaware, Oklahoma
47,0,0,40,0,Garfield, Oklahoma
49,0,0,40,0,Garvin, Oklahoma
51,0,0,40,0,Grady, Oklahoma
65,0,0,40,0,Jackson, Oklahoma
71,0,0,40,0,Kay, Oklahoma
79,0,0,40,0,Le Flore, Oklahoma
81,0,0,40,0,Lincoln, Oklahoma
83,0,0,40,0,Logan, Oklahoma
87,0,0,40,0,McClain, Oklahoma
89,0,0,40,0,McCurtain, Oklahoma
97,0,0,40,0,Mayes, Oklahoma
101,0,0,40,0,Muskogee, Oklahoma
109,0,0,40,0,Oklahoma, Oklahoma
111,0,0,40,0,Okmulgee, Oklahoma
113,0,0,40,0,Osage, Oklahoma
115,0,0,40,0,Ottawa, Oklahoma
119,0,0,40,0,Payne, Oklahoma
121,0,0,40,0,Pittsburg, Oklahoma
123,0,0,40,0,Pontotoc, Oklahoma
125,0,0,40,0,Pottawatomie, Oklahoma
131,0,0,40,0,Rogers, Oklahoma
133,0,0,40,0,Seminole, Oklahoma
135,0,0,40,0,Sequoyah, Oklahoma
137,0,0,40,0,Stephens, Oklahoma
139,0,0,40,0,Texas, Oklahoma
143,0,0,40,0,Tulsa, Oklahoma
145,0,0,40,0,Wagoner, Oklahoma
147,0,0,40,0,Washington, Oklahoma
3,0,0,41,0,Benton, Oregon
5,0,0,41,0,Clackamas, Oregon
7,0,0,41,0,Clatsop, Oregon
9,0,0,41,0,Columbia, Oregon
11,0,0,41,0,Coos, Oregon
13,0,0,41,0,Crook, Oregon
15,0,0,41,0,Curry, Oregon
17,0,0,41,0,Deschutes, Oregon
19,0,0,41,0,Douglas, Oregon
27,0,0,41,0,Hood River, Oregon
29,0,0,41,0,Jackson, Oregon
31,0,0,41,0,Jefferson, Oregon
33,0,0,41,0,Josephine, Oregon
35,0,0,41,0,Klamath, Oregon
39,0,0,41,0,Lane, Oregon
41,0,0,41,0,Lincoln, Oregon
43,0,0,41,0,Linn, Oregon
