county,tract,bg,STATE,pumano,countyname,statename
45,0,0,41,0,Malheur, Oregon
47,0,0,41,0,Marion, Oregon
51,0,0,41,0,Multnomah, Oregon
53,0,0,41,0,Polk, Oregon
57,0,0,41,0,Tillamook, Oregon
59,0,0,41,0,Umatilla, Oregon
61,0,0,41,0,Union, Oregon
65,0,0,41,0,Wasco, Oregon
67,0,0,41,0,Washington, Oregon
71,0,0,41,0,Yamhill, Oregon
1,0,0,42,0,Adams, Pennsylvania
3,0,0,42,0,Allegheny, Pennsylvania
5,0,0,42,0,Armstrong, Pennsylvania
7,0,0,42,0,Beaver, Pennsylvania
9,0,0,42,0,Bedford, Pennsylvania
11,0,0,42,0,Berks, Pennsylvania
13,0,0,42,0,Blair, Pennsylvania
15,0,0,42,0,Bradford, Pennsylvania
17,0,0,42,0,Bucks, Pennsylvania
19,0,0,42,0,Butler, Pennsylvania
21,0,0,42,0,Cambria, Pennsylvania
25,0,0,42,0,Carbon, Pennsylvania
27,0,0,42,0,Centre, Pennsylvania
29,0,0,42,0,Chester, Pennsylvania
31,0,0,42,0,Clarion, Pennsylvania
33,0,0,42,0,Clearfield, Pennsylvania
35,0,0,42,0,Clinton, Pennsylvania
37,0,0,42,0,Columbia, Pennsylvania
39,0,0,42,0,Crawford, Pennsylvania
41,0,0,42,0,Cumberland, Pennsylvania
43,0,0,42,0,Dauphin, Pennsylvania
45,0,0,42,0,Delaware, Pennsylvania
47,0,0,42,0,Elk, Pennsylvania
49,0,0,42,0,Erie, Pennsylvania
51,0,0,42,0,Fayette, Pennsylvania
55,0,0,42,0,Franklin, Pennsylvania
59,0,0,42,0,Greene, Pennsylvania
61,0,0,42,0,Huntingdon, Pennsylvania
63,0,0,42,0,Indiana, Pennsylvania
65,0,0,42,0,Jefferson, Pennsylvania
67,0,0,42,0,Juniata, Pennsylvania
69,0,0,42,0,Lackawanna, Pennsylvania
71,0,0,42,0,Lancaster, Pennsylvania
73,0,0,42,0,Lawrence, Pennsylvania
75,0,0,42,0,Lebanon, Pennsylvania
77,0,0,42,0,Lehigh, Pennsylvania
79,0,0,42,0,Luzerne, Pennsylvania
81,0,0,42,0,Lycoming, Pennsylvania
83,0,0,42,0,McKean, Pennsylvania
85,0,0,42,0,Mercer, Pennsylvania
87,0,0,42,0,Mifflin, Pennsylvania
89,0,0,42,0,Monroe, Pennsylvania
91,0,0,42,0,Montgomery, Pennsylvania
95,0,0,42,0,Northampton, Pennsylvania
97,0,0,42,0,Northumberland, Pennsylvania
99,0,0,42,0,Perry, Pennsylvania
101,0,0,42,0,Philadelphia, Pennsylvania
103,0,0,42,0,Pike, Pennsylvania
107,0,0,42,0,Schuylkill, Pennsylvania
109,0,0,42,0,Snyder, Pennsylvania
111,0,0,42,0,Somerset, Pennsylvania
115,0,0,42,0,Susquehanna, Pennsylvania
117,0,0,42,0,Tioga, Pennsylvania
119,0,0,42,0,Union, Pennsylvania
121,0,0,42,0,Venango, Pennsylvania
123,0,0,42,0,Warren, Pennsylvania
125,0,0,42,0,Washington, Pennsylvania
127,0,0,42,0,Wayne, Pennsylvania
129,0,0,42,0,Westmoreland, Pennsylvania
131,0,0,42,0,Wyoming, Pennsylvania
133,0,0,42,0,York, Pennsylvania
1,0,0,44,0,Bristol, Rhode Island
3,0,0,44,0,Kent, Rhode Island
5,0,0,44,0,Newport, Rhode Island
7,0,0,44,0,Providence, Rhode Island
9,0,0,44,0,Washington, Rhode Island
1,0,0,45,0,Abbeville, South Carolina
3,0,0,45,0,Aiken, South Carolina
7,0,0,45,0,Anderson, South Carolina
11,0,0,45,0,Barnwell, South Carolina
13,0,0,45,0,Beaufort, South Carolina
15,0,0,45,0,Berkeley, South Carolina
19,0,0,45,0,Charleston, South Carolina
21,0,0,45,0,Cherokee, South Carolina
23,0,0,45,0,Chester, South Carolina
25,0,0,45,0,Chesterfield, South Carolina
27,0,0,45,0,Clarendon, South Carolina
29,0,0,45,0,Colleton, South Carolina
31,0,0,45,0,Darlington, South Carolina
33,0,0,45,0,Dillon, South Carolina
35,0,0,45,0,Dorchester, South Carolina
37,0,0,45,0,Edgefield, South Carolina
39,0,0,45,0,Fairfield, South Carolina
41,0,0,45,0,Florence, South Carolina
43,0,0,45,0,Georgetown, South Carolina
45,0,0,45,0,Greenville, South Carolina
47,0,0,45,0,Greenwood, South Carolina
49,0,0,45,0,Hampton, South Carolina
51,0,0,45,0,Horry, South Carolina
53,0,0,45,0,Jasper, South Carolina
55,0,0,45,0,Kershaw, South Carolina
57,0,0,45,0,Lancaster, South Carolina
59,0,0,45,0,Laurens, South Carolina
63,0,0,45,0,Lexington, South Carolina
67,0,0,45,0,Marion, South Carolina
69,0,0,45,0,Marlboro, South Carolina
71,0,0,45,0,Newberry, South Carolina
73,0,0,45,0,Oconee, South Carolina
75,0,0,45,0,Orangeburg, South Carolina
77,0,0,45,0,Pickens, South Carolina
79,0,0,45,0,Richland, South Carolina
83,0,0,45,0,Spartanburg, South Carolina
85,0,0,45,0,Sumter, South Carolina
87,0,0,45,0,Union, South Carolina
89,0,0,45,0,Williamsburg, South Carolina
91,0,0,45,0,York, South Carolina
11,0,0,46,0,Brookings, South Dakota
13,0,0,46,0,Brown, South Dakota
29,0,0,46,0,Codington, South Dakota
81,0,0,46,0,Lawrence, South Dakota
83,0,0,46,0,Lincoln, South Dakota
93,0,0,46,0,Meade, South Dakota
99,0,0,46,0,Minnehaha, South Dakota
103,0,0,46,0,Pennington, South Dakota
135,0,0,46,0,Yankton, South Dakota
1,0,0,47,0,Anderson, Tennessee
3,0,0,47,0,Bedford, Tennessee
9,0,0,47,0,Blount, Tennessee
11,0,0,47,0,Bradley, Tennessee
13,0,0,47,0,Campbell, Tennessee
17,0,0,47,0,Carroll, Tennessee
19,0,0,47,0,Carter, Tennessee
21,0,0,47,0,Cheatham, Tennessee
25,0,0,47,0,Claiborne, Tennessee
29,0,0,47,0,Cocke, Tennessee
31,0,0,47,0,Coffee, Tennessee
35,0,0,47,0,Cumberland, Tennessee
37,0,0,47,0,Davidson, Tennessee
43,0,0,47,0,Dickson, Tennessee
45,0,0,47,0,Dyer, Tennessee
47,0,0,47,0,Fayette, Tennessee
51,0,0,47,0,Franklin, Tennessee
53,0,0,47,0,Gibson, Tennessee
55,0,0,47,0,Giles, Tennessee
57,0,0,47,0,Grainger, Tennessee
59,0,0,47,0,Greene, Tennessee
63,0,0,47,0,Hamblen, Tennessee
65,0,0,47,0,Hamilton, Tennessee
69,0,0,47,0,Hardeman, Tennessee
71,0,0,47,0,Hardin, Tennessee
73,0,0,47,0,Hawkins, Tennessee
77,0,0,47,0,Henderson, Tennessee
79,0,0,47,0,Henry, Tennessee
81,0,0,47,0,Hickman, Tennessee
89,0,0,47,0,Jefferson, Tennessee
93,0,0,47,0,Knox, Tennessee
97,0,0,47,0,Lauderdale, Tennessee
99,0,0,47,0,Lawrence, Tennessee
103,0,0,47,0,Lincoln, Tennessee
105,0,0,47,0,Loudon, Tennessee
107,0,0,47,0,McMinn, Tennessee
109,0,0,47,0,McNairy, Tennessee
111,0,0,47,0,Macon, Tennessee
113,0,0,47,0,Madison, Tennessee
115,0,0,47,0,Marion, Tennessee
117,0,0,47,0,Marshall, Tennessee
119,0,0,47,0,Maury, Tennessee
123,0,0,47,0,Monroe, Tennessee
125,0,0,47,0,Montgomery, Tennessee
129,0,0,47,0,Morgan, Tennessee
131,0,0,47,0,Obion, Tennessee
133,0,0,47,0,Overton, Tennessee
141,0,0,47,0,Putnam, Tennessee
143,0,0,47,0,Rhea, Tennessee
145,0,0,47,0,Roane, Tennessee
147,0,0,47,0,Robertson, Tennessee
149,0,0,47,0,Rutherford, Tennessee
151,0,0,47,0,Scott, Tennessee
155,0,0,47,0,Sevier, Tennessee
157,0,0,47,0,Shelby, Tennessee
163,0,0,47,0,Sullivan, Tennessee
165,0,0,47,0,Sumner, Tennessee
167,0,0,47,0,Tipton, Tennessee
177,0,0,47,0,Warren, Tennessee
179,0,0,47,0,Washington, Tennessee
183,0,0,47,0,Weakley, Tennessee
185,0,0,47,0,White, Tennessee
187,0,0,47,0,Williamson, Tennessee
189,0,0,47,0,Wilson, Tennessee
1,0,0,48,0,Anderson, Texas
5,0,0,48,0,Angelina, Texas
7,0,0,48,0,Aransas, Texas
13,0,0,48,0,Atascosa, Texas
15,0,0,48,0,Austin, Texas
19,0,0,48,0,Bandera, Texas
21,0,0,48,0,Bastrop, Texas
25,0,0,48,0,Bee, Texas
27,0,0,48,0,Bell, Texas
29,0,0,48,0,Bexar, Texas
37,0,0,48,0,Bowie, Texas
39,0,0,48,0,Brazoria, Texas
41,0,0,48,0,Brazos, Texas
49,0,0,48,0,Brown, Texas
53,0,0,48,0,Burnet, Texas
55,0,0,48,0,Caldwell, Texas
57,0,0,48,0,Calhoun, Texas
61,0,0,48,0,Cameron, Texas
67,0,0,48,0,Cass, Texas
71,0,0,48,0,Chambers, Texas
73,0,0,48,0,Cherokee, Texas
85,0,0,48,0,Collin, Texas
89,0,0,48,0,Colorado, Texas
91,0,0,48,0,Comal, Texas
97,0,0,48,0,Cooke, Texas
99,0,0,48,0,Coryell, Texas
113,0,0,48,0,Dallas, Texas
121,0,0,48,0,Denton, Texas
135,0,0,48,0,Ector, Texas
139,0,0,48,0,Ellis, Texas
141,0,0,48,0,El Paso, Texas
143,0,0,48,0,Erath, Texas
147,0,0,48,0,Fannin, Texas
149,0,0,48,0,Fayette, Texas
157,0,0,48,0,Fort Bend, Texas
167,0,0,48,0,Galveston, Texas
171,0,0,48,0,Gillespie, Texas
179,0,0,48,0,Gray, Texas
181,0,0,48,0,Grayson, Texas
183,0,0,48,0,Gregg, Texas
185,0,0,48,0,Grimes, Texas
187,0,0,48,0,Guadalupe, Texas
189,0,0,48,0,Hale, Texas
199,0,0,48,0,Hardin, Texas
201,0,0,48,0,Harris, Texas
203,0,0,48,0,Harrison, Texas
209,0,0,48,0,Hays, Texas
213,0,0,48,0,Henderson, Texas
215,0,0,48,0,Hidalgo, Texas
217,0,0,48,0,Hill, Texas
219,0,0,48,0,Hockley, Texas
221,0,0,48,0,Hood, Texas
223,0,0,48,0,Hopkins, Texas
225,0,0,48,0,Houston, Texas
227,0,0,48,0,Howard, Texas
231,0,0,48,0,Hunt, Texas
233,0,0,48,0,Hutchinson, Texas
241,0,0,48,0,Jasper, Texas
245,0,0,48,0,Jefferson, Texas
249,0,0,48,0,Jim Wells, Texas
251,0,0,48,0,Johnson, Texas
257,0,0,48,0,Kaufman, Texas
259,0,0,48,0,Kendall, Texas
265,0,0,48,0,Kerr, Texas
273,0,0,48,0,Kleberg, Texas
277,0,0,48,0,Lamar, Texas
281,0,0,48,0,Lampasas, Texas
291,0,0,48,0,Liberty, Texas
293,0,0,48,0,Limestone, Texas
303,0,0,48,0,Lubbock, Texas
309,0,0,48,0,McLennan, Texas
321,0,0,48,0,Matagorda, Texas
323,0,0,48,0,Maverick, Texas
325,0,0,48,0,Medina, Texas
329,0,0,48,0,Midland, Texas
331,0,0,48,0,Milam, Texas
339,0,0,48,0,Montgomery, Texas
341,0,0,48,0,Moore, Texas
347,0,0,48,0,Nacogdoches, Texas
349,0,0,48,0,Navarro, Texas
355,0,0,48,0,Nueces, Texas
361,0,0,48,0,Orange, Texas
363,0,0,48,0,Palo Pinto, Texas
365,0,0,48,0,Panola, Texas
367,0,0,48,0,Parker, Texas
373,0,0,48,0,Polk, Texas
375,0,0,48,0,Potter, Texas
381,0,0,48,0,Randall, Texas
397,0,0,48,0,Rockwall, Texas
401,0,0,48,0,Rusk, Texas
407,0,0,48,0,San Jacinto, Texas
409,0,0,48,0,San Patricio, Texas
419,0,0,48,0,Shelby, Texas
423,0,0,48,0,Smith, Texas
427,0,0,48,0,Starr, Texas
439,0,0,48,0,Tarrant, Texas
441,0,0,48,0,Taylor, Texas
449,0,0,48,0,Titus, Texas
451,0,0,48,0,Tom Green, Texas
453,0,0,48,0,Travis, Texas
457,0,0,48,0,Tyler, Texas
459,0,0,48,0,Upshur, Texas
463,0,0,48,0,Uvalde, Texas
465,0,0,48,0,Val Verde, Texas
467,0,0,48,0,Van Zandt, Texas
469,0,0,48,0,Victoria, Texas
471,0,0,48,0,Walker, Texas
473,0,0,48,0,Waller, Texas
477,0,0,48,0,Washington, Texas
479,0,0,48,0,Webb, Texas
481,0,0,48,0,Wharton, Texas
485,0,0,48,0,Wichita, Texas
489,0,0,48,0,Willacy, Texas
491,0,0,48,0,Williamson, Texas
493,0,0,48,0,Wilson, Texas
497,0,0,48,0,Wise, Texas
499,0,0,48,0,Wood, Texas
3,0,0,49,0,Box Elder, Utah
5,0,0,49,0,Cache, Utah
11,0,0,49,0,Davis, Utah
21,0,0,49,0,Iron, Utah
35,0,0,49,0,Salt Lake, Utah
39,0,0,49,0,Sanpete, Utah
43,0,0,49,0,Summit, Utah
45,0,0,49,0,Tooele, Utah
47,0,0,49,0,Uintah, Utah
49,0,0,49,0,Utah, Utah
51,0,0,49,0,Wasatch, Utah
53,0,0,49,0,Washington, Utah
57,0,0,49,0,Weber, Utah
1,0,0,50,0,Addison, Vermont
3,0,0,50,0,Bennington, Vermont
5,0,0,50,0,Caledonia, Vermont
7,0,0,50,0,Chittenden, Vermont
11,0,0,50,0,Franklin, Vermont
15,0,0,50,0,Lamoille, Vermont
17,0,0,50,0,Orange, Vermont
19,0,0,50,0,Orleans, Vermont
21,0,0,50,0,Rutland, Vermont
23,0,0,50,0,Washington, Vermont
25,0,0,50,0,Windham, Vermont
27,0,0,50,0,Windsor, Vermont
1,0,0,51,0,Accomack, Virginia
3,0,0,51,0,Albemarle, Virginia
9,0,0,51,0,Amherst, Virginia
13,0,0,51,0,Arlington, Virginia
15,0,0,51,0,Augusta, Virginia
19,0,0,51,0,Bedford, Virginia
23,0,0,51,0,Botetourt, Virginia
27,0,0,51,0,Buchanan, Virginia
31,0,0,51,0,Campbell, Virginia
33,0,0,51,0,Caroline, Virginia
35,0,0,51,0,Carroll, Virginia
41,0,0,51,0,Chesterfield, Virginia
47,0,0,51,0,Culpeper, Virginia
53,0,0,51,0,Dinwiddie, Virginia
59,0,0,51,0,Fairfax, Virginia
61,0,0,51,0,Fauquier, Virginia
65,0,0,51,0,Fluvanna, Virginia
67,0,0,51,0,Franklin, Virginia
69,0,0,51,0,Frederick, Virginia
73,0,0,51,0,Gloucester, Virginia
75,0,0,51,0,Goochland, Virginia
83,0,0,51,0,Halifax, Virginia
85,0,0,51,0,Hanover, Virginia
87,0,0,51,0,Henrico, Virginia
89,0,0,51,0,Henry, Virginia
93,0,0,51,0,Isle of Wight, Virginia
95,0,0,51,0,James City, Virginia
99,0,0,51,0,King George, Virginia
105,0,0,51,0,Lee, Virginia
107,0,0,51,0,Loudoun, Virginia
109,0,0,51,0,Louisa, Virginia
117,0,0,51,0,Mecklenburg, Virginia
121,0,0,51,0,Montgomery, Virginia
137,0,0,51,0,Orange, Virginia
139,0,0,51,0,Page, Virginia
143,0,0,51,0,Pittsylvania, Virginia
145,0,0,51,0,Powhatan, Virginia
147,0,0,51,0,Prince Edward, Virginia
149,0,0,51,0,Prince George, Virginia
153,0,0,51,0,Prince William, Virginia
155,0,0,51,0,Pulaski, Virginia
161,0,0,51,0,Roanoke, Virginia
163,0,0,51,0,Rockbridge, Virginia
165,0,0,51,0,Rockingham, Virginia
167,0,0,51,0,Russell, Virginia
169,0,0,51,0,Scott, Virginia
171,0,0,51,0,Shenandoah, Virginia
173,0,0,51,0,Smyth, Virginia
177,0,0,51,0,Spotsylvania, Virginia
179,0,0,51,0,Stafford, Virginia
185,0,0,51,0,Tazewell, Virginia
187,0,0,51,0,Warren, Virginia
191,0,0,51,0,Washington, Virginia
195,0,0,51,0,Wise, Virginia
197,0,0,51,0,Wythe, Virginia
199,0,0,51,0,York, Virginia
510,0,0,51,0,Alexandria city, Virginia
540,0,0,51,0,Charlottesville city, Virginia
550,0,0,51,0,Chesapeake city, Virginia
590,0,0,51,0,Danville city, Virginia
600,0,0,51,0,Fairfax city, Virginia
630,0,0,51,0,Fredericksburg city, Virginia
650,0,0,51,0,Hampton city, Virginia
660,0,0,51,0,Harrisonburg city, Virginia
670,0,0,51,0,Hopewell city, Virginia
680,0,0,51,0,Lynchburg city, Virginia
683,0,0,51,0,Manassas city, Virginia
700,0,0,51,0,Newport News city, Virginia
710,0,0,51,0,Norfolk city, Virginia
730,0,0,51,0,Petersburg city, Virginia
740,0,0,51,0,Portsmouth city, Virginia
760,0,0,51,0,Richmond city, Virginia
770,0,0,51,0,Roanoke city, Virginia
775,0,0,51,0,Salem city, Virginia
790,0,0,51,0,Staunton city, Virginia
800,0,0,51,0,Suffolk city, Virginia
810,0,0,51,0,Virginia Beach city, Virginia
820,0,0,51,0,Waynesboro city, Virginia
840,0,0,51,0,Winchester city, Virginia
3,0,0,53,0,Asotin, Washington
5,0,0,53,0,Benton, Washington
7,0,0,53,0,Chelan, Washington
9,0,0,53,0,Clallam, Washington
11,0,0,53,0,Clark, Washington
15,0,0,53,0,Cowlitz, Washington
17,0,0,53,0,Douglas, Washington
21,0,0,53,0,Franklin, Washington
25,0,0,53,0,Grant, Washington
27,0,0,53,0,Grays Harbor, Washington
29,0,0,53,0,Island, Washington
31,0,0,53,0,Jefferson, Washington
33,0,0,53,0,King, Washington
35,0,0,53,0,Kitsap, Washington
37,0,0,53,0,Kittitas, Washington
39,0,0,53,0,Klickitat, Washington
41,0,0,53,0,Lewis, Washington
45,0,0,53,0,Mason, Washington
47,0,0,53,0,Okanogan, Washington
49,0,0,53,0,Pacific, Washington
53,0,0,53,0,Pierce, Washington
57,0,0,53,0,Skagit, Washington
61,0,0,53,0,Snohomish, Washington
63,0,0,53,0,Spokane, Washington
65,0,0,53,0,Stevens, Washington
67,0,0,53,0,Thurston, Washington
71,0,0,53,0,Walla Walla, Washington
73,0,0,53,0,Whatcom, Washington
75,0,0,53,0,Whitman, Washington
77,0,0,53,0,Yakima, Washington
3,0,0,54,0,Berkeley, West Virginia
5,0,0,54,0,Boone, West Virginia
9,0,0,54,0,Brooke, West Virginia
11,0,0,54,0,Cabell, West Virginia
19,0,0,54,0,Fayette, West Virginia
25,0,0,54,0,Greenbrier, West Virginia
27,0,0,54,0,Hampshire, West Virginia
29,0,0,54,0,Hancock, West Virginia
33,0,0,54,0,Harrison, West Virginia
35,0,0,54,0,Jackson, West Virginia
37,0,0,54,0,Jefferson, West Virginia
39,0,0,54,0,Kanawha, West Virginia
43,0,0,54,0,Lincoln, West Virginia
45,0,0,54,0,Logan, West Virginia
47,0,0,54,0,McDowell, West Virginia
49,0,0,54,0,Marion, West Virginia
51,0,0,54,0,Marshall, West Virginia
53,0,0,54,0,Mason, West Virginia
55,0,0,54,0,Mercer, West Virginia
57,0,0,54,0,Mineral, West Virginia
59,0,0,54,0,Mingo, West Virginia
61,0,0,54,0,Monongalia, West Virginia
67,0,0,54,0,Nicholas, West Virginia
69,0,0,54,0,Ohio, West Virginia
77,0,0,54,0,Preston, West Virginia
79,0,0,54,0,Putnam, West Virginia
81,0,0,54,0,Raleigh, West Virginia
83,0,0,54,0,Randolph, West Virginia
97,0,0,54,0,Upshur, West Virginia
99,0,0,54,0,Wayne, West Virginia
107,0,0,54,0,Wood, West Virginia
109,0,0,54,0,Wyoming, West Virginia
1,0,0,55,0,Adams, Wisconsin
5,0,0,55,0,Barron, Wisconsin
9,0,0,55,0,Brown, Wisconsin
15,0,0,55,0,Calumet, Wisconsin
17,0,0,55,0,Chippewa, Wisconsin
19,0,0,55,0,Clark, Wisconsin
21,0,0,55,0,Columbia, Wisconsin
25,0,0,55,0,Dane, Wisconsin
27,0,0,55,0,Dodge, Wisconsin
29,0,0,55,0,Door, Wisconsin
31,0,0,55,0,Douglas, Wisconsin
33,0,0,55,0,Dunn, Wisconsin
35,0,0,55,0,Eau Claire, Wisconsin
39,0,0,55,0,Fond du Lac, Wisconsin
43,0,0,55,0,Grant, Wisconsin
45,0,0,55,0,Green, Wisconsin
49,0,0,55,0,Iowa, Wisconsin
55,0,0,55,0,Jefferson, Wisconsin
57,0,0,55,0,Juneau, Wisconsin
59,0,0,55,0,Kenosha, Wisconsin
61,0,0,55,0,Kewaunee, Wisconsin
63,0,0,55,0,La Crosse, Wisconsin
67,0,0,55,0,Langlade, Wisconsin
69,0,0,55,0,Lincoln, Wisconsin
71,0,0,55,0,Manitowoc, Wisconsin
73,0,0,55,0,Marathon, Wisconsin
75,0,0,55,0,Marinette, Wisconsin
79,0,0,55,0,Milwaukee, Wisconsin
81,0,0,55,0,Monroe, Wisconsin
83,0,0,55,0,Oconto, Wisconsin
85,0,0,55,0,Oneida, Wisconsin
87,0,0,55,0,Outagamie, Wisconsin
89,0,0,55,0,Ozaukee, Wisconsin
93,0,0,55,0,Pierce, Wisconsin
95,0,0,55,0,Polk, Wisconsin
97,0,0,55,0,Portage, Wisconsin
101,0,0,55,0,Racine, Wisconsin
105,0,0,55,0,Rock, Wisconsin
109,0,0,55,0,St. Croix, Wisconsin
111,0,0,55,0,Sauk, Wisconsin
115,0,0,55,0,Shawano, Wisconsin
117,0,0,55,0,Sheboygan, Wisconsin
121,0,0,55,0,Trempealeau, Wisconsin
123,0,0,55,0,Vernon, Wisconsin
125,0,0,55,0,Vilas, Wisconsin
127,0,0,55,0,Walworth, Wisconsin
131,0,0,55,0,Washington, Wisconsin
133,0,0,55,0,Waukesha, Wisconsin
135,0,0,55,0,Waupaca, Wisconsin
137,0,0,55,0,Waushara, Wisconsin
139,0,0,55,0,Winnebago, Wisconsin
141,0,0,55,0,Wood, Wisconsin
1,0,0,56,0,Albany, Wyoming
5,0,0,56,0,Campbell, Wyoming
13,0,0,56,0,Fremont, Wyoming
21,0,0,56,0,Laramie, Wyoming
25,0,0,56,0,Natrona, Wyoming
29,0,0,56,0,Park, Wyoming
33,0,0,56,0,Sheridan, Wyoming
37,0,0,56,0,Sweetwater, Wyoming
39,0,0,56,0,Teton, Wyoming
41,0,0,56,0,Uinta, Wyoming
3,0,0,72,0,Aguada Municipio, Puerto Rico
5,0,0,72,0,Aguadilla Municipio, Puerto Rico
7,0,0,72,0,Aguas Buenas Municipio, Puerto Rico
9,0,0,72,0,Aibonito Municipio, Puerto Rico
11,0,0,72,0,Aasco Municipio, Puerto Rico
13,0,0,72,0,Arecibo Municipio, Puerto Rico
17,0,0,72,0,Barceloneta Municipio, Puerto Rico
19,0,0,72,0,Barranquitas Municipio, Puerto Rico
21,0,0,72,0,Bayam?n Municipio, Puerto Rico
23,0,0,72,0,Cabo Rojo Municipio, Puerto Rico
25,0,0,72,0,Caguas Municipio, Puerto Rico
27,0,0,72,0,Camuy Municipio, Puerto Rico
29,0,0,72,0,Can?vanas Municipio, Puerto Rico
31,0,0,72,0,Carolina Municipio, Puerto Rico
33,0,0,72,0,Catao Municipio, Puerto Rico
35,0,0,72,0,Cayey Municipio, Puerto Rico
39,0,0,72,0,Ciales Municipio, Puerto Rico
41,0,0,72,0,Cidra Municipio, Puerto Rico
43,0,0,72,0,Coamo Municipio, Puerto Rico
47,0,0,72,0,Corozal Municipio, Puerto Rico
51,0,0,72,0,Dorado Municipio, Puerto Rico
53,0,0,72,0,Fajardo Municipio, Puerto Rico
55,0,0,72,0,Gunica Municipio, Puerto Rico
57,0,0,72,0,Guayama Municipio, Puerto Rico
59,0,0,72,0,Guayanilla Municipio, Puerto Rico
61,0,0,72,0,Guaynabo Municipio, Puerto Rico
63,0,0,72,0,Gurabo Municipio, Puerto Rico
65,0,0,72,0,Hatillo Municipio, Puerto Rico
69,0,0,72,0,Humacao Municipio, Puerto Rico
71,0,0,72,0,Isabela Municipio, Puerto Rico
75,0,0,72,0,Juana D?az Municipio, Puerto Rico
77,0,0,72,0,Juncos Municipio, Puerto Rico
79,0,0,72,0,Lajas Municipio, Puerto Rico
81,0,0,72,0,Lares Municipio, Puerto Rico
85,0,0,72,0,Las Piedras Municipio, Puerto Rico
87,0,0,72,0,Lo?za Municipio, Puerto Rico
89,0,0,72,0,Luquillo Municipio, Puerto Rico
91,0,0,72,0,Manat? Municipio, Puerto Rico
97,0,0,72,0,Mayag?ez Municipio, Puerto Rico
99,0,0,72,0,Moca Municipio, Puerto Rico
101,0,0,72,0,Morovis Municipio, Puerto Rico
103,0,0,72,0,Naguabo Municipio, Puerto Rico
105,0,0,72,0,Naranjito Municipio, Puerto Rico
107,0,0,72,0,Orocovis Municipio, Puerto Rico
109,0,0,72,0,Patillas Municipio, Puerto Rico
111,0,0,72,0,Peuelas Municipio, Puerto Rico
113,0,0,72,0,Ponce Municipio, Puerto Rico
115,0,0,72,0,Quebradillas Municipio, Puerto Rico
119,0,0,72,0,R?o Grande Municipio, Puerto Rico
121,0,0,72,0,Sabana Grande Municipio, Puerto Rico
123,0,0,72,0,Salinas Municipio, Puerto Rico
125,0,0,72,0,San Germn Municipio, Puerto Rico
127,0,0,72,0,San Juan Municipio, Puerto Rico
129,0,0,72,0,San Lorenzo Municipio, Puerto Rico
131,0,0,72,0,San Sebastin Municipio, Puerto Rico
133,0,0,72,0,Santa Isabel Municipio, Puerto Rico
135,0,0,72,0,Toa Alta Municipio, Puerto Rico
137,0,0,72,0,Toa Baja Municipio, Puerto Rico
139,0,0,72,0,Trujillo Alto Municipio, Puerto Rico
141,0,0,72,0,Utuado Municipio, Puerto Rico
143,0,0,72,0,Vega Alta Municipio, Puerto Rico
145,0,0,72,0,Vega Baja Municipio, Puerto Rico
149,0,0,72,0,Villalba Municipio, Puerto Rico
151,0,0,72,0,Yabucoa Municipio, Puerto Rico
153,0,0,72,0,Yauco Municipio, Puerto Rico
